Age,Gender,Income,Education_Level,Travel_Frequency,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Pets,Environmental_Concerns,Preference
43,male,77416,bachelor,7,2097,rural,248,196,0,0,0
39,non-binary,111637,bachelor,5,3004,suburban,171,180,0,1,1
29,female,113929,bachelor,5,4031,urban,167,279,1,1,0
49,male,100315,bachelor,0,2032,rural,205,212,1,1,1
44,female,116105,high school,0,3989,suburban,76,145,0,0,1
50,non-binary,46162,bachelor,5,892,suburban,240,11,0,1,0
69,male,33399,doctorate,6,4347,suburban,98,267,0,1,1
37,male,115116,doctorate,8,2340,urban,229,217,1,1,0
56,non-binary,94914,doctorate,3,4394,suburban,111,252,1,0,0
58,female,88866,bachelor,1,911,rural,208,111,1,1,0
57,male,76381,bachelor,7,2065,rural,21,196,1,0,1
30,male,78398,doctorate,5,2922,urban,261,58,0,1,0
31,male,87712,doctorate,3,1968,urban,115,153,0,1,1
61,non-binary,44893,doctorate,2,1182,suburban,215,252,1,1,1
57,female,99616,bachelor,2,4623,suburban,14,61,1,0,1
39,non-binary,53952,bachelor,9,4934,urban,282,190,0,0,0
35,male,88265,high school,5,851,suburban,163,122,1,1,0
65,female,83680,master,8,2022,urban,298,205,0,0,0
46,female,35503,doctorate,0,4527,suburban,140,197,0,1,1
60,non-binary,61380,master,1,4323,rural,121,36,1,0,0
33,non-binary,26707,high school,8,2537,urban,150,143,0,1,0
63,male,92945,master,5,2180,suburban,6,1,1,0,0
52,non-binary,78722,bachelor,3,3391,rural,165,162,1,0,0
51,non-binary,54945,bachelor,1,2920,rural,211,220,1,0,1
20,non-binary,26571,high school,6,4195,urban,266,15,0,0,0
21,non-binary,31700,doctorate,0,2976,suburban,22,193,0,1,0
22,non-binary,51825,doctorate,0,1965,suburban,18,111,0,0,1
27,male,115148,bachelor,0,1820,urban,200,54,0,1,0
69,female,118635,doctorate,2,4419,suburban,144,182,1,1,0
46,non-binary,80774,bachelor,3,4187,suburban,278,188,0,0,0
49,female,110297,high school,6,1326,rural,11,204,1,1,1
48,female,61879,doctorate,4,4263,rural,259,218,1,0,0
19,non-binary,94005,high school,1,1784,suburban,103,99,1,0,0
29,non-binary,33828,high school,9,4454,suburban,217,70,1,1,0
44,female,113269,doctorate,2,1350,rural,254,125,1,0,0
22,male,90275,high school,0,1945,suburban,239,48,0,1,0
54,female,95885,high school,0,4404,rural,37,87,0,0,0
44,male,79360,doctorate,0,2099,suburban,254,90,0,1,0
40,female,52186,bachelor,9,4856,urban,29,238,1,0,0
50,non-binary,89179,bachelor,2,2588,urban,172,111,0,0,0
21,male,80229,master,0,2656,rural,148,187,0,1,1
38,female,69523,master,0,4527,urban,214,267,0,0,0
41,male,50474,high school,3,2431,suburban,238,58,0,0,0
61,non-binary,45773,bachelor,9,865,urban,0,37,1,1,1
48,male,87718,high school,6,777,suburban,81,113,0,1,0
61,non-binary,32567,doctorate,1,3552,urban,174,63,1,1,0
65,non-binary,58023,master,9,4391,suburban,130,60,0,0,0
41,male,44843,bachelor,4,2282,rural,241,222,0,0,0
66,non-binary,32681,high school,9,4697,suburban,98,74,1,0,0
27,non-binary,24490,doctorate,9,705,rural,150,50,0,1,0
66,non-binary,66995,high school,5,2297,rural,225,62,1,1,0
66,male,23301,doctorate,2,3284,urban,86,169,1,1,0
67,non-binary,84555,high school,5,4354,urban,41,242,0,1,1
19,female,72758,master,7,2633,urban,99,283,0,1,0
48,non-binary,20277,bachelor,8,1350,rural,158,183,0,1,0
42,female,44236,bachelor,0,4232,suburban,252,187,0,0,0
21,male,87605,bachelor,3,3898,suburban,8,204,0,1,0
68,female,54600,bachelor,4,3949,urban,206,239,1,1,0
28,non-binary,97858,bachelor,5,1908,suburban,7,58,0,1,0
34,non-binary,69809,master,8,2415,urban,220,179,0,0,0
61,non-binary,48662,doctorate,1,2151,urban,25,40,1,1,0
19,non-binary,75304,bachelor,7,4306,rural,102,122,1,0,1
23,non-binary,41896,high school,5,2735,urban,274,153,1,1,0
26,non-binary,29233,high school,7,4239,suburban,62,14,0,1,0
22,male,35603,doctorate,0,1218,suburban,225,76,1,0,0
37,non-binary,57567,bachelor,3,4347,rural,238,18,0,1,0
46,female,23808,bachelor,1,583,urban,6,232,0,0,1
38,female,99141,doctorate,1,3673,rural,110,37,0,1,0
26,female,39506,master,5,4750,suburban,143,144,0,0,0
45,male,40245,doctorate,5,1038,suburban,108,286,1,1,1
25,female,46464,master,2,1726,urban,21,127,1,1,0
48,female,99543,bachelor,4,533,urban,158,71,1,0,0
37,female,96789,master,5,4456,urban,257,237,0,0,0
44,male,102539,master,7,988,rural,39,258,1,0,0
25,female,27196,master,4,2866,urban,230,124,1,0,0
38,female,108758,high school,6,4210,urban,55,184,0,0,0
45,male,63395,high school,0,4020,suburban,143,108,0,1,0
40,non-binary,113347,bachelor,2,3803,suburban,5,171,0,0,1
23,female,41449,bachelor,0,1587,suburban,299,24,1,0,0
20,non-binary,97855,doctorate,6,1956,urban,58,260,0,1,1
22,female,115955,doctorate,4,2282,urban,284,177,0,0,0
26,male,24881,bachelor,4,3040,urban,208,151,1,0,0
24,non-binary,116194,high school,5,3383,rural,10,135,0,0,1
21,male,20709,bachelor,0,2794,urban,48,295,0,0,0
56,non-binary,113407,master,7,519,urban,218,249,1,0,0
22,male,116904,high school,5,2936,urban,140,113,0,1,0
28,non-binary,69433,high school,8,1436,rural,19,119,0,1,1
32,non-binary,118156,doctorate,6,3049,suburban,283,115,1,1,0
51,non-binary,92818,high school,4,2883,urban,55,38,0,1,0
30,female,83081,doctorate,6,654,urban,209,234,1,0,1
65,non-binary,116175,master,1,1021,suburban,129,129,0,1,0
24,non-binary,22322,high school,7,4863,suburban,30,170,1,0,1
57,female,24933,master,4,2770,suburban,265,263,1,1,0
23,female,83259,doctorate,3,3186,urban,230,126,1,0,0
56,male,83599,master,4,1931,suburban,273,23,0,0,0
67,male,72435,master,3,1992,urban,290,248,0,1,0
47,female,53997,bachelor,5,1402,urban,146,107,1,0,0
39,female,60928,master,9,3693,urban,2,156,1,1,0
42,female,107988,master,2,1909,suburban,90,145,0,1,0
45,female,80379,doctorate,6,3797,rural,120,193,0,0,1
37,female,23300,doctorate,7,4021,urban,259,104,0,0,0
56,male,81213,high school,4,1119,suburban,220,203,1,1,0
20,female,84273,bachelor,6,4752,rural,3,123,0,0,0
22,female,75420,bachelor,5,1884,urban,66,99,0,0,1
18,male,39592,doctorate,0,3488,suburban,210,121,0,0,0
32,non-binary,53030,doctorate,3,894,suburban,253,247,1,1,0
43,male,69972,bachelor,6,1595,rural,108,154,1,0,0
20,male,114715,bachelor,3,2423,urban,5,105,0,0,1
57,female,103150,master,0,2440,urban,176,237,1,1,0
58,non-binary,28154,high school,7,3065,rural,185,66,1,0,0
64,male,56464,master,5,2413,rural,66,50,1,0,0
59,non-binary,89252,bachelor,9,3217,suburban,93,146,0,0,0
51,male,35914,doctorate,6,1590,urban,253,91,0,1,0
69,female,96901,doctorate,0,3347,suburban,201,155,1,0,0
22,male,67556,bachelor,8,3069,rural,180,58,0,1,0
48,male,48885,doctorate,2,3414,suburban,172,70,0,1,0
68,male,27766,high school,5,1040,rural,254,4,1,0,0
30,non-binary,33964,high school,7,2668,suburban,283,199,1,1,0
60,non-binary,105934,master,1,4860,urban,247,267,1,1,1
18,female,81740,master,0,1679,urban,275,216,1,1,0
39,non-binary,41353,doctorate,5,3268,rural,209,103,1,1,0
32,non-binary,103201,doctorate,5,541,rural,204,64,1,0,0
43,non-binary,42920,master,8,1309,suburban,37,10,1,0,0
35,female,52405,bachelor,4,2576,urban,80,207,1,1,1
65,female,106419,master,2,2850,rural,121,92,1,1,0
26,female,41244,bachelor,4,1200,suburban,29,234,1,0,1
18,female,106203,high school,6,3877,suburban,30,62,0,1,1
60,male,47274,doctorate,1,2803,suburban,258,130,0,1,0
26,female,68756,master,7,1133,urban,41,46,0,1,1
40,female,49031,master,3,4540,suburban,228,282,0,1,1
60,male,67380,bachelor,1,3706,suburban,263,231,0,0,0
62,male,102641,doctorate,6,2619,suburban,100,214,1,0,1
19,non-binary,80097,doctorate,5,761,rural,27,63,0,1,0
31,non-binary,60500,master,6,2999,urban,141,217,0,1,0
55,female,83971,bachelor,6,4811,rural,222,9,1,0,0
57,non-binary,92412,bachelor,3,2916,rural,55,294,1,0,0
35,male,91025,high school,5,2996,urban,145,31,0,0,0
33,non-binary,44343,master,0,908,urban,85,191,1,0,1
46,non-binary,31614,doctorate,0,1031,urban,146,262,1,1,0
61,female,117433,bachelor,1,2647,urban,4,145,1,0,1
28,male,37606,doctorate,4,774,rural,71,185,0,0,1
23,male,37315,master,6,4171,urban,21,281,0,0,1
20,non-binary,39236,high school,7,3297,rural,44,205,0,1,1
31,non-binary,25265,master,0,982,suburban,100,151,1,0,0
19,non-binary,78522,bachelor,7,2575,urban,160,143,1,0,0
49,female,65129,doctorate,9,1071,suburban,73,213,0,0,0
48,non-binary,38152,doctorate,0,1711,rural,1,40,1,0,1
28,non-binary,119422,master,9,1921,suburban,66,90,1,1,0
39,female,96111,bachelor,7,3021,rural,228,286,1,0,1
20,male,95026,bachelor,0,2108,urban,278,208,0,0,0
67,female,46096,doctorate,6,2126,urban,237,37,1,1,0
48,non-binary,111964,high school,1,4858,suburban,183,233,1,0,1
50,non-binary,114085,master,1,967,suburban,35,244,1,0,1
41,male,60015,doctorate,1,3377,rural,198,150,1,0,0
18,female,95884,master,5,2503,rural,165,139,0,1,0
61,non-binary,46115,doctorate,2,3079,urban,298,57,1,0,0
32,male,76443,bachelor,1,4359,suburban,38,55,1,0,1
54,non-binary,60947,high school,3,2193,urban,259,266,0,1,0
44,male,89256,bachelor,7,3742,rural,280,26,0,1,0
55,non-binary,118584,high school,1,1538,urban,212,119,1,1,0
65,non-binary,117686,master,9,4789,rural,219,55,1,0,0
44,male,101976,bachelor,4,3527,suburban,216,72,0,1,0
61,male,42852,bachelor,0,2510,rural,121,197,1,1,1
29,non-binary,85049,doctorate,8,3240,rural,42,221,0,1,1
20,male,36474,doctorate,8,2215,urban,121,90,1,0,0
47,non-binary,20003,bachelor,5,4073,rural,33,163,1,1,1
49,non-binary,94260,doctorate,5,621,suburban,76,178,1,1,1
40,female,118200,master,7,3182,urban,234,193,0,1,0
19,non-binary,109546,master,3,1842,rural,104,70,0,1,0
24,non-binary,94142,high school,4,3810,suburban,298,64,0,1,0
51,male,58096,high school,9,4674,urban,255,7,1,1,0
49,female,28454,doctorate,9,2286,suburban,233,42,0,1,0
56,male,94472,doctorate,4,4658,urban,267,2,1,0,0
49,male,42128,master,0,1192,suburban,229,261,1,1,0
60,non-binary,59026,doctorate,3,4409,rural,239,34,1,0,0
60,non-binary,116652,bachelor,2,1503,suburban,26,44,0,1,1
31,non-binary,20310,master,6,2635,rural,218,242,1,1,0
20,male,110718,high school,3,3249,rural,275,134,0,1,0
63,male,42211,master,7,3989,suburban,218,5,1,1,0
49,non-binary,46120,doctorate,2,2809,rural,108,13,1,1,0
60,male,52876,doctorate,9,4903,rural,64,249,0,0,1
53,female,108535,high school,1,4724,suburban,274,209,0,0,0
34,female,57993,master,3,2754,urban,181,108,0,1,0
65,female,31715,high school,8,3480,rural,30,44,1,1,1
20,male,89692,master,6,4973,suburban,239,214,1,1,0
27,female,112226,master,2,3227,rural,278,224,1,0,0
64,non-binary,81812,doctorate,3,2775,urban,182,181,0,1,0
57,non-binary,22294,master,2,4540,suburban,214,59,1,0,0
35,non-binary,68565,master,3,974,rural,59,217,1,1,1
20,female,47548,bachelor,0,1577,urban,22,267,1,1,1
56,female,68404,doctorate,0,4563,rural,249,266,0,1,1
27,male,75563,master,5,1788,suburban,127,280,1,1,1
69,non-binary,85873,master,9,3567,rural,99,221,1,0,1
26,male,81206,doctorate,6,1763,rural,299,277,0,0,0
63,female,36996,bachelor,8,4520,urban,94,194,0,0,0
63,male,27795,high school,0,3458,urban,113,173,1,1,1
28,non-binary,104731,master,7,3959,rural,17,172,0,0,0
50,male,83902,master,8,1538,urban,38,294,0,0,1
53,male,26923,master,9,2457,rural,28,76,0,1,1
43,female,55503,high school,5,4493,suburban,92,137,1,1,1
44,female,30773,high school,3,3460,rural,227,256,1,1,1
55,female,105939,doctorate,4,503,rural,208,168,0,0,0
39,female,45092,high school,0,1884,rural,179,282,1,0,0
43,non-binary,117015,high school,0,2147,urban,187,185,1,1,0
39,non-binary,38515,doctorate,0,1544,rural,32,148,1,1,1
22,male,68073,master,4,4208,rural,239,82,1,1,0
52,non-binary,117342,high school,4,2372,suburban,294,0,0,0,0
19,male,49899,doctorate,6,1919,urban,43,252,1,0,0
52,female,64293,doctorate,3,3189,suburban,204,119,0,0,0
26,male,75766,high school,9,4601,suburban,164,28,1,0,0
68,male,77407,high school,9,3544,urban,12,243,0,1,0
68,non-binary,73049,master,8,861,suburban,99,142,0,1,1
66,male,22301,bachelor,7,3357,rural,24,104,0,0,1
35,non-binary,91064,doctorate,3,2846,urban,131,153,0,1,1
60,male,76372,master,8,4761,rural,89,118,0,1,1
29,non-binary,36767,doctorate,9,2486,suburban,209,166,0,1,0
20,female,50817,bachelor,7,2849,urban,9,113,1,1,0
35,non-binary,61084,doctorate,0,2971,suburban,110,247,0,1,1
55,female,83591,bachelor,2,1128,urban,142,252,0,0,0
24,non-binary,104499,bachelor,2,4457,suburban,177,291,1,1,0
50,female,105992,bachelor,6,4259,urban,170,251,0,0,0
23,female,26786,high school,6,3485,suburban,97,9,1,0,0
35,non-binary,98271,high school,0,1176,suburban,62,194,0,1,0
62,female,29094,doctorate,7,1500,rural,135,30,0,0,0
39,male,106274,doctorate,7,1606,urban,241,158,1,1,0
68,male,75210,doctorate,4,3413,urban,278,72,1,1,0
56,female,38667,doctorate,6,3722,urban,70,248,0,1,1
68,female,80803,bachelor,2,3956,rural,221,21,1,0,0
26,female,81601,high school,9,2666,rural,138,152,0,0,1
52,non-binary,101733,master,9,4474,urban,29,247,1,0,1
40,male,90399,master,8,3159,suburban,160,26,0,1,0
29,female,69577,high school,3,2263,rural,204,126,1,0,0
69,female,29667,master,2,3394,suburban,7,20,1,0,1
41,non-binary,28331,bachelor,9,3526,suburban,290,56,1,1,0
67,male,75858,bachelor,3,1546,suburban,131,142,0,1,0
57,female,116340,doctorate,8,1282,urban,101,4,1,0,0
26,male,30350,high school,2,4597,rural,247,66,1,0,0
30,non-binary,39425,doctorate,5,3977,suburban,112,251,1,1,1
57,male,74406,bachelor,4,2800,rural,82,200,1,1,1
59,female,85650,bachelor,2,1909,urban,85,193,0,0,1
34,female,50909,doctorate,4,3553,urban,5,135,1,1,0
24,male,118343,high school,1,649,urban,267,6,0,1,0
34,non-binary,105425,high school,4,3403,rural,228,24,1,0,0
67,non-binary,114119,bachelor,7,1621,urban,147,246,1,0,1
41,non-binary,51700,master,5,2568,urban,4,250,0,0,1
19,non-binary,102456,high school,7,2306,urban,187,159,1,0,0
52,female,82072,high school,7,2458,rural,110,90,0,1,0
45,male,50469,high school,3,3542,urban,247,5,1,1,0
36,female,30970,high school,8,1346,rural,208,211,0,0,1
50,male,91615,doctorate,2,4963,rural,79,35,0,1,0
38,male,27522,master,3,3100,rural,136,212,1,0,1
27,non-binary,106571,master,3,3592,suburban,235,53,0,1,0
63,non-binary,54816,doctorate,9,4489,urban,219,249,1,1,0
62,male,74864,high school,1,3117,suburban,255,243,0,1,0
26,male,33188,high school,2,4593,suburban,151,92,0,1,0
55,male,25547,bachelor,5,2878,urban,277,288,1,1,1
23,female,41817,high school,5,1857,rural,182,146,0,1,0
68,male,101503,high school,8,704,rural,211,186,1,0,0
59,female,115121,bachelor,5,2752,urban,45,296,1,1,1
52,male,27468,master,4,2738,rural,18,198,0,1,0
35,non-binary,27609,doctorate,0,4103,suburban,69,208,1,1,0
36,male,101576,doctorate,4,3189,suburban,186,75,0,0,0
22,male,107202,doctorate,1,1360,rural,169,187,1,0,1
42,female,91331,bachelor,5,2515,urban,152,217,1,0,0
28,male,56393,doctorate,2,3858,suburban,229,62,1,1,0
27,female,101609,high school,8,4552,rural,25,143,1,0,1
34,female,40481,master,7,2825,urban,200,54,1,1,0
53,non-binary,43313,high school,1,3146,suburban,214,253,0,0,1
43,non-binary,31426,doctorate,4,2292,urban,124,10,1,1,0
48,non-binary,95029,master,9,2340,urban,84,213,1,0,1
49,non-binary,90454,bachelor,7,552,rural,121,208,1,0,0
38,female,85348,bachelor,5,4526,suburban,64,226,1,1,0
35,male,100535,doctorate,9,3957,suburban,241,10,0,1,0
35,female,26175,high school,9,3308,rural,16,81,0,1,1
18,non-binary,110096,high school,4,4648,suburban,238,190,0,0,0
31,male,82561,bachelor,9,4807,rural,7,117,1,0,0
25,female,69380,doctorate,8,1505,urban,126,47,0,0,0
19,male,31632,high school,2,585,urban,33,258,1,1,1
68,female,20777,master,1,4645,suburban,190,39,1,0,0
32,male,116726,bachelor,2,3116,rural,202,244,0,0,0
51,male,53138,bachelor,3,2742,rural,275,281,1,1,0
53,non-binary,36485,doctorate,2,2340,urban,52,270,0,0,0
18,non-binary,72394,bachelor,7,2900,suburban,277,214,0,0,0
68,male,75540,bachelor,0,1401,rural,185,230,1,1,1
38,male,24684,doctorate,4,4218,urban,123,128,1,1,0
59,non-binary,39146,doctorate,1,2162,urban,188,16,1,0,0
18,female,27138,master,7,3022,suburban,111,258,0,0,0
49,male,104103,doctorate,2,4420,suburban,101,41,1,0,0
37,female,94505,bachelor,0,1236,rural,156,23,0,0,0
64,non-binary,69630,high school,9,4788,suburban,78,125,0,1,0
53,male,27626,doctorate,9,2749,rural,31,104,0,0,0
56,female,111044,master,1,565,urban,151,294,0,1,1
47,non-binary,110116,master,6,4713,suburban,252,152,1,1,0
24,male,60882,master,1,1374,rural,220,116,1,0,0
39,female,74958,high school,3,1877,urban,221,24,1,0,0
67,male,86310,high school,2,1324,urban,151,239,1,1,0
62,female,93222,high school,9,2795,suburban,57,222,1,1,1
27,female,84511,bachelor,6,1385,suburban,1,264,0,1,0
25,male,46022,doctorate,5,3026,rural,294,188,0,0,0
44,non-binary,38787,master,3,1014,suburban,272,266,0,0,0
27,male,59665,high school,3,2132,urban,169,180,0,0,0
31,non-binary,23253,master,8,1559,urban,175,117,1,1,0
63,female,47909,bachelor,5,3553,rural,101,2,0,0,0
69,female,88564,master,3,4553,rural,217,119,0,1,0
28,female,82528,master,5,2481,urban,246,135,1,1,0
23,non-binary,50721,bachelor,8,2201,suburban,260,228,0,1,0
38,female,86114,master,7,4161,rural,161,119,0,1,0
50,male,28294,high school,0,4187,suburban,66,224,1,1,1
36,female,85249,high school,4,2587,urban,152,253,0,1,0
56,non-binary,37677,high school,9,1716,urban,189,135,0,0,0
41,non-binary,83736,doctorate,1,3261,urban,185,101,1,1,0
35,male,57208,master,7,1354,rural,254,113,0,0,0
52,male,43524,bachelor,5,4706,rural,191,15,0,0,0
69,non-binary,38404,bachelor,5,785,suburban,248,98,0,1,0
60,non-binary,113311,doctorate,3,683,urban,211,176,0,1,0
54,male,71406,doctorate,9,3227,urban,30,287,0,0,1
36,male,65608,high school,6,2458,rural,146,198,1,1,1
41,male,99559,bachelor,5,4299,suburban,289,0,1,0,0
51,male,89881,doctorate,6,1046,urban,103,161,0,1,0
39,non-binary,104277,doctorate,4,4293,suburban,232,114,0,0,0
21,female,76961,high school,7,3881,rural,42,215,1,0,1
27,non-binary,87196,master,5,1155,rural,156,13,0,1,0
19,male,72569,master,6,739,urban,59,145,0,0,0
25,non-binary,66481,master,5,925,urban,45,229,0,0,0
50,male,67633,master,7,2892,suburban,238,142,1,0,0
55,non-binary,75442,doctorate,1,3951,urban,80,219,1,0,1
60,male,32122,bachelor,1,2388,suburban,74,250,0,1,1
45,male,81332,master,1,2050,rural,14,21,1,1,0
27,non-binary,24310,doctorate,3,4908,rural,79,45,0,0,0
62,male,48605,high school,0,4719,suburban,234,120,1,0,0
18,female,46794,high school,0,1426,rural,25,172,0,0,0
51,male,27006,doctorate,2,2390,rural,108,108,0,0,0
20,male,39769,bachelor,3,2766,suburban,111,268,1,0,1
26,male,23106,high school,7,4891,urban,193,223,1,0,1
22,female,97038,high school,5,4719,suburban,53,275,1,0,0
59,non-binary,78142,bachelor,3,2660,rural,92,123,0,0,0
27,female,38252,bachelor,8,3393,suburban,32,66,1,1,0
29,female,40713,bachelor,7,4359,suburban,65,30,1,1,0
35,female,43762,bachelor,7,1476,urban,155,49,1,0,0
38,non-binary,28329,doctorate,0,597,suburban,298,210,1,0,0
38,male,86095,bachelor,5,1997,urban,201,260,1,0,0
18,female,104804,high school,7,1924,urban,21,69,0,1,1
20,male,42782,bachelor,5,1346,suburban,57,121,1,0,1
22,female,62815,master,2,4928,rural,0,262,1,1,1
42,female,58254,bachelor,3,1257,urban,295,67,0,1,0
66,female,50375,bachelor,8,1182,suburban,90,251,1,0,1
25,female,103019,master,7,3109,urban,59,62,0,0,0
34,female,69900,doctorate,8,4910,rural,97,133,0,1,1
26,female,83272,master,1,1575,rural,111,295,1,0,0
49,non-binary,25593,master,5,2226,rural,66,249,0,0,0
23,male,43342,doctorate,9,3154,suburban,61,224,0,0,0
66,male,44746,master,7,4379,urban,297,13,1,0,0
57,non-binary,79199,doctorate,3,1752,rural,120,294,0,0,0
38,female,48558,bachelor,3,1385,suburban,296,37,0,0,0
24,non-binary,71228,master,1,4966,urban,256,253,0,0,0
24,non-binary,95933,doctorate,1,869,rural,76,114,0,0,1
64,non-binary,69692,high school,4,2269,urban,154,38,0,1,0
56,male,92443,high school,2,791,urban,174,247,1,0,1
44,non-binary,90106,bachelor,0,3609,rural,166,13,0,1,0
25,female,61166,master,6,2022,suburban,86,14,1,1,0
26,non-binary,70659,doctorate,9,2873,urban,179,95,1,1,0
45,male,102267,master,2,1312,urban,125,43,1,0,0
32,male,50159,high school,0,4478,rural,92,222,0,1,1
19,female,96745,master,3,4761,urban,42,34,0,0,0
24,non-binary,68929,master,7,1483,suburban,138,105,1,0,0
64,female,70622,doctorate,9,3700,urban,8,257,0,0,1
35,non-binary,119211,doctorate,1,643,urban,148,202,1,0,0
39,female,41639,high school,8,1080,urban,212,128,0,1,0
67,female,60564,master,4,2192,suburban,34,207,1,1,0
27,female,95519,high school,1,2993,suburban,141,201,1,1,1
67,male,97429,doctorate,0,4701,rural,188,271,0,0,0
50,male,94079,doctorate,4,2093,rural,16,71,0,0,0
24,non-binary,46711,bachelor,3,530,urban,114,235,0,1,0
20,male,108452,master,8,1713,suburban,141,6,0,1,0
31,female,86706,bachelor,3,2532,suburban,15,238,0,1,1
61,male,88682,doctorate,1,4690,urban,202,296,0,0,0
63,male,67184,high school,6,519,urban,181,151,0,0,0
53,non-binary,33467,bachelor,2,3502,urban,163,241,1,1,0
30,female,74551,high school,2,4584,suburban,108,74,0,1,0
33,male,56005,bachelor,5,1109,suburban,46,14,0,1,0
33,male,50923,doctorate,4,2956,rural,199,30,1,0,0
22,non-binary,46398,doctorate,2,1040,urban,221,51,0,0,0
69,non-binary,53734,bachelor,3,4700,suburban,173,115,1,1,0
42,female,93263,master,4,3094,suburban,211,176,1,1,0
55,non-binary,71074,high school,6,2112,rural,115,85,0,0,0
55,female,106489,doctorate,1,1192,urban,38,266,0,0,1
67,female,28935,master,5,2281,suburban,22,63,0,1,0
55,male,62754,high school,3,3949,urban,269,123,1,0,0
56,male,86332,bachelor,4,956,rural,248,232,0,0,0
65,male,111367,bachelor,4,3927,rural,22,169,0,0,0
58,male,67211,high school,9,4992,rural,50,120,0,0,1
43,male,46412,doctorate,7,3025,rural,169,121,0,1,0
30,female,36276,high school,9,1057,suburban,181,26,1,0,0
61,male,114640,high school,4,3501,urban,224,100,0,1,0
68,male,104912,high school,9,4750,suburban,267,66,1,0,0
43,male,110618,master,4,1439,urban,297,11,0,0,0
18,female,76565,high school,1,2217,urban,209,128,1,1,0
25,non-binary,98812,high school,4,2506,suburban,85,266,1,1,1
21,non-binary,97549,doctorate,0,3281,suburban,164,45,0,0,0
38,male,75001,high school,9,1239,urban,5,182,0,1,0
39,non-binary,52591,bachelor,0,4238,suburban,207,108,0,1,0
68,female,104810,doctorate,3,3933,suburban,22,211,0,0,0
54,male,106373,master,1,4258,suburban,227,37,0,0,0
66,female,75833,doctorate,4,1788,suburban,101,87,0,0,0
20,female,113725,doctorate,2,3918,urban,142,266,1,1,0
36,male,78089,bachelor,8,1448,rural,25,147,1,0,1
18,female,61574,high school,8,1001,rural,115,5,1,1,0
46,male,40603,doctorate,5,1491,urban,186,175,0,0,0
40,female,96744,doctorate,1,4091,suburban,92,252,0,1,0
50,non-binary,48821,master,4,2577,urban,260,298,0,0,0
69,non-binary,75679,bachelor,1,4900,urban,16,241,1,1,1
58,non-binary,85513,doctorate,7,2995,rural,181,196,0,0,1
40,female,119227,master,8,4243,rural,72,274,1,0,1
22,male,110571,doctorate,4,1412,suburban,233,249,1,1,0
24,non-binary,55519,bachelor,7,4459,rural,267,167,1,1,0
23,male,35314,high school,6,1970,suburban,104,281,0,1,1
66,non-binary,51467,high school,5,1562,rural,146,189,1,0,0
39,non-binary,91058,doctorate,6,1140,suburban,293,95,1,0,0
66,female,116942,high school,8,1219,suburban,95,154,0,1,1
30,non-binary,94341,doctorate,0,1054,urban,247,112,0,1,0
29,male,40142,doctorate,0,3432,suburban,223,160,1,1,0
21,male,76147,master,3,1582,rural,61,153,0,1,0
25,non-binary,39503,high school,2,4010,suburban,216,98,1,1,0
54,male,77110,high school,8,3463,suburban,263,199,0,1,0
48,male,31604,doctorate,9,1441,suburban,17,234,0,0,0
54,male,72190,doctorate,8,1819,suburban,228,162,0,1,0
62,male,87972,bachelor,8,1247,urban,78,140,1,0,0
43,male,111463,doctorate,6,3637,urban,219,101,0,1,0
60,non-binary,24650,high school,9,1776,suburban,59,190,0,1,0
25,male,100761,master,0,4498,suburban,71,298,0,1,1
57,male,63108,doctorate,6,4086,urban,16,99,1,0,0
50,non-binary,28731,master,9,3321,urban,134,6,1,0,0
62,female,37993,doctorate,9,3852,suburban,33,143,1,0,1
46,male,114213,doctorate,8,1056,rural,281,297,1,0,1
22,female,59661,doctorate,7,2819,rural,30,136,1,0,1
45,female,104499,doctorate,4,2620,suburban,137,251,0,0,0
57,non-binary,103523,doctorate,5,2897,rural,294,184,0,1,0
34,female,74125,doctorate,8,2287,suburban,38,65,0,0,0
40,female,91198,bachelor,6,1075,urban,27,200,0,1,1
62,female,56017,high school,5,2999,suburban,135,107,1,0,0
26,non-binary,25587,bachelor,1,1131,rural,13,197,0,1,1
19,male,72266,high school,4,3780,suburban,181,130,1,0,0
49,non-binary,88440,bachelor,6,1366,rural,295,145,0,0,0
68,non-binary,116139,bachelor,2,3596,suburban,5,286,0,0,0
69,non-binary,94287,high school,1,3538,urban,6,3,0,1,0
66,male,109811,doctorate,4,4588,suburban,179,160,1,1,0
48,female,57608,bachelor,5,1543,urban,72,162,0,1,0
24,male,26260,doctorate,5,1539,rural,184,281,1,0,1
47,female,39434,doctorate,5,3276,suburban,255,204,1,1,0
20,male,56318,high school,6,3083,urban,215,161,0,0,0
68,non-binary,33000,doctorate,8,3033,urban,284,252,0,0,0
68,non-binary,81478,bachelor,6,3051,suburban,74,67,0,1,0
26,female,64192,doctorate,0,1959,suburban,167,210,1,1,1
27,non-binary,81155,bachelor,0,888,suburban,174,222,1,0,1
63,non-binary,98805,master,8,2358,suburban,37,292,0,0,0
67,male,34506,master,2,2689,urban,275,178,0,0,0
64,female,35104,master,7,2581,rural,250,37,1,0,0
43,male,46317,bachelor,0,819,urban,249,115,0,1,0
18,male,56176,high school,3,2295,suburban,200,246,0,0,0
47,non-binary,46199,bachelor,2,1276,rural,137,24,0,0,0
55,male,82192,master,6,3078,suburban,199,226,1,0,1
